post_id,post_text,post_url,time,like,love,haha,wow,care,sad,angry,share
6826139704122951,"Cập nhật mặt bằng nhà phố củ The Global City...

Theo một số thông tin thì nhà phố sẽ được thiết kế ngang 5 x 19 = 95m2 khả năng là trừ trước 3 trừ sau 2 diện tích xây dựng là 5 x 14 = 70m2 sàn 1 tầng...

Do sản phẩm là nhà phố liên kế nên để tận dụng tối đa ánh sáng tự nhiên nên CĐT đã thiết kế sảnh thang máy và thang bộ ở giữa nên không gian giữa phòng khách và khu vực bếp nằm tách biệt sang hai bên... đối với khách hàng nào thích bếp kín thì khá ok, khách hàng nào thích bếp và phòng khách liên thông với nhau thì khá khó để decor lại.

CĐT giành riêng tầng 1 để thiết kế phòng khách và khu vực bếp, đây chính là không gian sinh hoạt chung của gia đình nhưng lại không có không gian để thiết kế một WC, các thành viên muốn đi WC 1 là xuống lầu 1 hoặc lên phòng ngủ đây có lẽ là 1 điều hơi bất tiện....

Hộp gen kỹ thuật nhìn có vẻ khá lớn chiếm khá nhiều diện tích, hộp gen cũng là đường đi củ hệ thống ống máy máy lạnh nên mới được thiết kế rộng như vậy. Điểm thích nhất của thiết kế này là phòng gia nhân, phòng này được ở trên cao nhất, có sân thể ra ban công ngắm trời trăng mây sao thoải thích...",https://m.facebook.com/groups/reviewbatdongsanaz/permalink/6826139704122951/,2022-02-25 11:21:25,173,2,4,0,0,0,0,10
6826082584128663,"Tiền - Hoa Hồng từ đâu?
…Sale bđs bảnh choẹ, vài cô em lễ tân mặt câng câng cáo cáo, một số anh em bảo vệ thì hằm hằm ánh mắt, rải rác bộ phận thủ tục làm hợp đồng thì õng ẹo, rối rắm, đủng đỉnh, có phần hận hực (đây cũng là bộ phận yếu nhất, chậm chạp nhất, ngốn thời gian nhất của hầu hết các cđt)


…Vậy cuối cùng tới tháng, cái thứ âm thanh nghe rất trong veo “ting ting” tiền hoa hồng, tiền lương đến từ đâu? Có phải tiền từ các sếp trả không? Thậm chí lợi nhuận của các chủ tịch, giám đốc, hội đồng quản trị bỏ túi nguồn ở mô?


…Xin thưa! Tất tất cả những mục tiền ấy nó đều nằm trong giá bán bđs, từ tiền của khách hàng mà ra đấy!
+Không có khách hàng thì anh em nhân viên lấy gì có lương, có hoa hồng?
+Không có khách hàng thì các sếp ở trên cũng ngồi ngáp ruồi chứ lấy đâu ra để đút túi, để trả lương?
+Khách hàng mới là người trả tất cho các loại!


…Giống như chuyện các loạn đả sĩ mới đây bị vạch mặt chuyện quyên góp. Không có khán giả thì đám xô chậu lấy gì mà xoe xua, mà lên mặt, vênh váo với đời?


…Tuy nhiên câu nói “khách hàng là thượng đế?” T cho đó là một câu hơi sáo rỗng, đĩ mồm, nịnh nọt và vô nghĩa. Nó chẳng khác nào trù, ví khách hàng là người vô hình.


…Nhiều nơi luôn mồm ra rả cái câu cửa miệng này nhưng thái độ phục vụ có biến cố một cái là trở mặt hơn lật bánh tráng, một thứ văn hoá lồi lõm, bố láo và phi minh


…Thành ra để đúng nhất, thật nhất thì hãy xem, hãy trân trọng khách hàng của mình là Bạn!


…Mà đã là Bạn thì đừng phản bạn, đừng tỏ ra nguy hiểm với Bạn của mình!


…Nhận thức nền này cần phải được chấn chỉnh ở các bộ phận để họ hiểu được thân phận của mình đang nằm ở đâu.


📝 KHÔN LỎI:
…Tiện đây nghe nhiều anh em từ sale cho đến cấp quản lý than thở rất nhiều nhưng ko dám nói về việc:
+Hiện nay một số sàn, đại lý và chủ đầu tư đang hơi bị vượt quá đà, vượt quá thẩm quyền, quen mệnh lệnh rồi nên bắt a e thay đồng phục avatar mạng xã hội đồng loạt, bắt mớm tin đăng bài tung hê trên mạng để lùa gà mà việc này chỉ nên là gợi ý
+Chưa kể giờ hành chính đã hành anh em như gọi vịt vào học sản phẩm ê ẩm cả đầu óc rồi mà hết giờ hành chính, buổi tối về nghỉ ngơi thư giãn bên gia đình cũng không buông tha suốt ngày họp hành để thỏa mãn các bố đời thiên hạ, các mẹ thiên nhiên huyên thuyên online tả văn, tả cảnh dự án choe choét những mỹ từ (sợ sale rời xa vòng tay, rời xa dự án)
+Tiền hoa hồng công sức của a e sale để chốt được 1 deal rất vất vả nhưng đến khi hỏi hoa hồng, đợi hoa hồng trả thì như đi ăn xin, như kiểu được bố thí, mòn mỏi chờ đợi. Lúc hô hào a e bán hàng thì rưng rưng nước mắt khích lệ, đến khi xong xuôi thì hứa lên, hứa xuống đợi cả vài tháng thậm chỉ cả năm cũng không thấy xủi tăm. Hỏi nhẹ thì im lặng, hỏi gắt lên thì lại giận dỗi. Chơi bời thế ai chơi?


🌸 Cho nên T thấy hình như là sale đã chiều, đã đóng vai nô lệ, làm loa phường của họ quá nhiều rồi:
+ Các bố, các mẹ trị vì cõi trên nên thay đổi tư duy đi. Tất cả đều sòng phẳng và công bằng.
+Đừng giở cái thói bề trên xin cho, ban phát ở đây
+ Sale, giám đốc, trưởng phó phòng kd là cộng sự, là partner chứ không phải là đầy tớ của các bố các mẹ
+ Khách hàng là người trả lương, trả hoa hồng cho sale đấy. Nhận tiền từ khách của sale tư vấn xong đút két thì cũng mau mà thanh toán chứ đừng đem đi gửi ngân hàng lấy lãi hoặc dùng tiền vào mục đích này nọ mà trì hoãn. Anh em húp khí tươi để sống hay sao?


…Các bạn thấy có tâm tư không?",https://m.facebook.com/groups/reviewbatdongsanaz/permalink/6826082584128663/,2022-02-25 11:03:41,21,0,3,1,0,0,0,3
6826095410794047,100m2 dao động khoảng 40 tỷ ở The Global City ! Có tiếp tục thiết lập mức giá mới cho thị trường HCM không các bác 😎,https://m.facebook.com/groups/reviewbatdongsanaz/permalink/6826095410794047/,2022-02-25 11:07:46,279,5,54,16,1,0,0,1
6810278575709064,"CHUYỆN LÀNG VÂN
-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\
Mấy hôm nay Vũ thấy nhiều thông tin mở bán Làng Vân quá, truyền thông vỉa hè khá tichs cực bơm thổi và khá nhiều sàn nhân Booking DA nên hôm nay Vũ viết vài dòng cho mọi ng có thêm thông tin về DA này (Lưu ý bài viết sau khi chưa tỉnh rượu nên văn phong lởm khởm và sai chính tả nhiều)

Dự án Làng Vân được đề xuất từ năm 2011. Tuy nhiên do nhiều lý do khách quan cũng như chủ quan thì đến năm 2016, dự án mới hoàn thành thủ tục phê duyệt cũng như các thủ tục liên quan đến đất đai. Quy mô dự án được phê duyệt là hơn 1.000 ha theo quyết định phê duyệt năm 2016 và chấp nhận chủ trương đầu tư với chủ đầu tư là Công ty CP Vinpearl. Vốn CĐT tổng vốn đầu tư dự án dự kiến 35.000 tỷ, Chủ trương là đầu tư khu du lịch nghỉ dưỡng và giải trí tổng hợp Làng Vân, thời hạn thực hiện DA là 50 năm, thời gian sử dụng là 50 năm thì phải !?

Chiều ngày 06/7, UBND phường Hòa Hiệp Bắc phối hợp với Sở Tài nguyên môi trường thành phố, các đơn vị liên quan và Phòng Quản lý đô thị quận Liên Chiểu tổ chức buổi công bố điều chỉnh quy hoạch chi tiết tỷ lệ 1/500 khu du lịch nghỉ dưỡng và tổng hợp Làng Vân-Hòa Hiệp Bắc, Điều chỉnh ranh giới đồ án theo hướng trừ ra diện tích đất ảnh hưởng đến quốc phòng, chồng lấn Khu công nghiệp Liên Chiểu, Trạm Biên phòng Làng Vân. Giữ lại chỉnh trang khu đất nhà máy Công ty TNHH Chăm Chăm. Xác định lại các thanh phần sử dụng đất theo thực tế.

Liên quan đến tiến độ thực hiện dự án Khu du lịch nghỉ dưỡng và giải trí làng Vân, UBND quận Liên Chiểu cho biết, trong giai đoạn 1 có tổng số 1.389 hồ sơ, diện tích tương ứng hơn 914ha. Đến nay đã giải phóng mặt bằng được 595ha, tương ứng 1.123 hồ sơ. Quận đã bàn giao cho nhà đầu tư 2 đợt với tổng diện tích bàn giao hơn 593ha

Đến tháng 3 năm 2021, chủ đầu tư mới thực hiện các thủ tục để triển khai dự án và đã tiến hành lễ khởi động dự án vào ngày 30/3 và quận Liên Chiểu đã bàn giao 100% mặt nước còn đất đã bàn giao 50% cho dự án. Bên cạnh đó, UBND TP Đà Nẵng cũng giao Sở Tài nguyên và Môi trường xem xét tính pháp lý về mặt đất đai, cho thuê đất, cho thuê mặt nước biển. UBND TP cũng đã có báo cáo xin ý kiến của Bộ Tài nguyên và Môi trường về nghĩa vụ tài chính cũng như các thủ tục về giao đất, cho thuê đất.
đến ngày 17/12 CĐT kiến nghị điều chỉnh quy hoạch, điều chỉnh chủ trương đầu tư cho dự án Khu phức hợp du lịch và nghỉ dưỡng Làng Vân theo hướng hình thành thêm KHU ĐÔ THỊ với quy mô 100 ha.

Lãnh đạo TP Đà Nẵng đã và đang tạo mọi điều kiện để chủ đầu tư được thực hiện dự án và theo CĐT dự kiến sẽ khởi công vào tháng 9-2022. Theo báo cáo của chủ đầu tư thì dự án sẽ chia làm 6 giai đoạn và hoàn thành trong 5 năm kể từ ngày khởi công.
Như timeline nêu trên thì NẾU NHƯ GIẢI TOẢ ĐỀN BÙ ĐÚNG TIẾN ĐÔ KHÔNG TRANH CHẤP và ĐIỀU CHỈNH QUY HOẠCH (Lưu ý là trình Thủ Tướng và BỘ KT&ĐT) dc chấp thuận chuyển đổi mục đích sử dụng điều chỉnh quy hoạch thì DA có thể khởi công vào tháng 9 năm nay… Nhưng theo quan sát của cá nhân Vũ thì quá khó để đúng tiến độ và khả năng delay là rất cao.
Và với quan điểm của Vũ việc các sàn bắt đầu nhận Booking DA LV và hô hào tháng 9 mở bán là vô căn cứ, nên tỉnh táo trong việc đưa tiền cho người khác, hoặc ít nhất nên bảo Sàn phân phối show ra được Uỷ quyền đại lý… Vì theo Vũ dc biết DA này rất khắt khe trong việc chọn Đại lý (bèo cũng phải nắm trong tay 100 tỏi kaka)
-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-
Vũ xin trả lời 1 vài câu hỏi mà các bạn gủi đến Vũ hôm nay:
1/ Có nên đầu tư vào đất dân quanh DA LV hay không?
- Trả lời: Không nhé, theo quy hoạch của ĐN thì khu vực Liên Chiểu sẽ có thêm các DA sau: Nam Ô landcaster resort của Trung Thuỷ, Di dời cảng Tiên Sa lên Liên Chiểu, thu hồi DA của Tân Hải Doanh v.v… và nhiều quy hoạch khác. Mua đất dân khả năng vướng quy hoạch tầm 90% rồi. Hơn nữa Đà nẵng rất khắt khe trong việc chuyển đổi đất lên đất ở và gần như k thể tách thửa, ĐN là TP du lịch nên sau này những chỗ nhếch nhác cũng giải toả bố trí lại hết
2/ Nên đầu tư vào đâu tại quận Liên Chiểu?
- Nếu là Vũ thì Vũ sẽ đầu tư vào DA Garmi Ecocharm, tên cũ trươcs đây là FLC ecocharm nhưng giờ k liên quan FLC (giá thứ cấp hiện tại tầm 18 đến 28tr/m2 tuỳ vị trí), DA này trong năm nay sẽ mở bán GĐ 4 view sông rất đẹp giá dự kiến mở bán là 25 đến 32tr/m2. Lựa chọn thứ 2 của Vũ là đất nền Golden Hill của Trung Nam (riêng DA này Vũ chỉ mua sp có sổ còn chưa sổ Vũ xin kiếu) giá hiện tại tầm 22 đến 30tr/m2 cho lô 125m2 đường 15,5m cả lề, hạ tầng điện âm. Shophouse thì Vũ sẽ đầu tư vào Lakeside infinity có sổ… các DA Vũ sẽ k đầu tư là Dragon smart city (4 năm chưa sổ) và căn hộ ( Đà Nẵng gđ này đầu tư căn hộ k ngon, có thể tìm đọc bài viết khác của Vũ về thị trường CC tại ĐN)
3/ Anh nghĩ anh là ai mà anh đánh giá việc người khác làm là bơm thổi?
- Dạ Vũ là Cò Đất đang thất nghiệp tại Đà Nẵng và không đơn vị nào nhận ạ, trả lời thế có vừa lòng anh chị không ạ (mất cả giấc ngủ vì mấy cuộc điện thoại phong long)! Vũ đồng thời cũng là Founder của SPE.R (đơn vị khảo sát và nghiên cứu thị trường BĐS thứ cấp tại Đà Nẵng Quảng nam) nên mọi người cần thông tin về Đà nẵng quảng nam có thể alo Vũ hoặc các thành viên của SPER để được hỗ trợ
Vài dòng gửi mọi người vì mỏi tay quá (còn nhiều thông tin lắm nhưng k type ra hết nổi vì giờ đi cò đất đã, nếu có thông tin sai lệch thì mọi người bổ sung giúp Vũ nhé!
#Vũ #SPER #LANGVAN #BĐSĐN",https://m.facebook.com/groups/reviewbatdongsanaz/permalink/6810278575709064/,2022-02-22 10:49:32,51,4,0,0,1,0,0,4
6822636704473251,"Xem 'nhà Sài Gòn một tỷ đồng' ở Long An

Tôi đọc tin rao bán nhà ở quận 6, 60 m2 giá một tỷ đồng, nhưng đến nơi bị chở đi Đức Huệ, Long An.
Đây là cái giá quá tốt, nếu không muốn nói là khó tin, nên tôi gọi hỏi thông tin nhiều lần. Bên bán khẳng định chắc chắn tin rao đúng. Tôi hẹn đi coi nhà ngay trong tuần nhưng bên bán tìm lý do để hẹn sáng Chủ nhật. Tôi đồng ý.

Tôi đến điểm hẹn là một quán cà phê, trong đó có hàng chục người mặc đồng phục cùng nhiều vị khách khác. Tôi đã cảm thấy nghi nghi, lại tiếp tục hỏi nhân viên bán nhà có phải đất quận 6 không? Nằm đúng trên đường đã rao? Em ấy vẫn một mực khẳng định phải: ""Công ty em đang lấy giấy tờ ra cho anh xem"".

Một lúc sau em ấy bắt đầu giở chiêu, nói căn nhà đó có vấn đề nên ""anh xem căn khác nha, cũng gần đây thôi"". Tôi cũng đi cho biết. Đúng giờ có một chiếc xe du lịch chạy tới, em ấy bảo tôi lên xe.

Thế là chiếc xe chạy một mạch đi tới Đức Huệ, Long An. Xe đậu ngay bên cạnh một quán cà phê. Nơi đó cũng có một đám người bàn tán xôm tụ chốt cọc liên tục.

""Dự án"" mà tôi được xem không có gì khác ngoài hai con bò đang nhởn nhơ gặm cỏ trên một khu đất không biết pháp lý thế nào. Vậy mà họ đã vẽ ra đủ thứ tiện ích nào là trường học, trung tâm thương mại, dòng sông nhân tạo nên thơ...

Tôi tiếp tục hỏi thế cataloge dự án đâu để tôi mang về tham khảo với người nhà, nếu có nhu cầu sẽ liên hệ. Ngay lập tức cậu này nói do dự án chưa chính thức được phê duyệt nên không thể công bố ra bên ngoài cho khách mang cataloge về.

Các ""cò"" ngày nay có rất nhiều chiêu trò để dụ khách mua nhà, đất. Họ thường đăng tin rao bán những khu nhà, đất với giá rẻ bất thường để thu hút khách quan tâm. Khi khách đến nơi, họ mới dẫn ra khu đất thật khác hoàn toàn tin rao. Khu đất xa trung tâm khiến khách không thể bỏ về ngay mà sẽ ngồi lại.

Trong nhóm khách đó, có thể có cả người của ""cò"", họ cũng ra giá, cũng giả bộ tranh chấp đặt cọc để tạo tâm lý ""fomo"". Ai thiếu bản lĩnh, sợ lỡ cơ hội có thể sẽ chốt cọc, như vậy là mắc bẫy rồi.

Theo Vnexpress",https://m.facebook.com/groups/reviewbatdongsanaz/permalink/6822636704473251/,2022-02-24 18:27:44,141,2,58,0,1,1,0,6
6789822574421331,"Nhà trên dưới 1 tỷ ở Sài Gòn còn không?
Trả lời: Còn.
Sky9. Dự án khu căn hộ Sky 9 quận 9 trước đây có tên gọi là First Home Premium Khang Việt do Công ty TNHH Phát triển Nhà Quốc Gia – Khang Việt làm chủ đầu tư, Đất Xanh Miền Nam là đơn vị phân phối.
Tọa lạc ngay góc đường Liên Phường và đường Vành Đai Trong thuộc phường Phú Hữu Quận 9 cách giao lộ Đỗ Xuân Hợp và Nguyễn Duy Trinh chỉ hơn 500m, cách đại lộ Mai Chí Thọ, Quận 2 chỉ 4km, từ Sky 9 cư dân dễ dàng di chuyển đến Quận 1, Quận 2, Quận 7 chỉ 10 phút.

Đây không phải là dự án mới và hiên tại cư dân đã an cư được 3 năm. Với 1 dự án gần như ít tên tuổi, ít quảng cáo, chủ đầu tư khá xa lạ vào thời điểm đó, vậy những người mua dự án ở đây mong chờ những gì?
Nơi an cư lý tưởng: Có (luôn xanh mát vì nằm trong nội khu riêng biệt, không chỉ đầy đủ tiện ích cho cuộc sống mà còn ết nối tốt với xung quanh).
Chất lượng công trình: Có (ai đã đang và tiếp tục gắn bó với Sky9 đều đồng tình quan điểm này.
Pháp lý: đây thật sự là 1 bất ngờ khi nhiều dự án to tại trung tâm còn chưa làm được thì hiện tại sky9 đã Full sổ bàn giao.
Còn gì nữa không ae cho ý kiến nhé. E chia sẻ nơi an cư lý tưởng tầm trên 1 tỷ dưới 5 tỷ tại Sài Gòn thôi ạ hihi.",https://m.facebook.com/groups/reviewbatdongsanaz/permalink/6789822574421331/,2022-02-18 14:33:00,234,3,25,1,0,0,0,10
6828510893885832,Không gian sống rất êm đềm tại The Origami - Vinhomes Grand Park.,https://m.facebook.com/groups/reviewbatdongsanaz/permalink/6828510893885832/,2022-02-25 22:36:54,5,0,0,0,1,0,0,1
5528404707229797,"Mạng lưới ba đường vành đai ở TP HCM: Vành đai 2 xong trong 2022, vành đai 4 tổng vốn 100.000 tỷ hoàn thành trước 2030

Nguồn : Vietnambiz",https://m.facebook.com/groups/reviewbatdongsanaz/permalink/5528404707229797/,2021-07-10 10:25:07,68,0,3,1,1,0,0,11
6303498093053784,The Sol nay lên hình đẹp quá vị trí Sát chợ Hưng Long - Bình Chánh khá ổn áp,https://m.facebook.com/groups/reviewbatdongsanaz/permalink/6303498093053784/,2021-12-04 21:21:55,191,5,0,1,0,0,0,15
6825890094147912,"Thị trường Nhơn Trạch bắt đầu bùng nổ năm 2022 với đợt ra hàng tiếp theo của Swanbay...

Chủ đầu tư dự kiến sẽ công bố phase 2 của phân khu Oasia vào 15/3 với giỏ hàng 73 căn và phân khu 1.2 có 80 căn. Tổng đợt này chủ đầu tư công bố 153 sản phẩm...",https://m.facebook.com/groups/reviewbatdongsanaz/permalink/6825890094147912/,2022-02-25 10:05:30,101,6,0,0,2,0,0,1
6722794124457510,"CHU KỲ của BẤT ĐỘNG SẢN gồm mấy GIAI ĐOẠN , Giờ ĐANG Ở GIAI ĐOẠN NÀO:

* chu kỳ khép kín của BĐS luôn lặp đi lặp lại; đỉnh của chu kỳ sau sẽ CAO hơn đỉnh của chu kỳ trước (nhiều trường hợp Đỉnh của chu kỳ trước sẽ là Đáy của chu kỳ Sau)
** Chu kỳ BĐS có 07 giai đoạn:
1- in tiền đầu tư công ; (hoặc là cấp vốn cho quả đấm thép, tập đoàn kinh tế nhà nước xây dựng cơ sở hạ tầng)
2- Giai cấp lãnh đạo & các doanh nghiệp sân sau kiếm lợi khủng nhờ ăn bớt từ tiền đầu tư công của nhà nước: số tiền đó sẽ dùng để mua bds
3- Giá nhà đất tăng khủng do Tiền nhiều làm Cầu tăng (Cầu tăng nhờ tiền Thật)
4- dân thấy bds tăng cao nên bị hội chứng FOMO : đua nhau cắm nhà vay nợ đầu tư bds (Cầu tăng nhờ tiền Vay)
5- cá mập, tư bản đỏ thoát hàng
6- ngân hàng nhà nước kiểm soát bằng các chế tài như: tăng tỉ lệ dự trữ bắt buộc ; hạn chế room cho vay dài hạn ; tăng trần lãi suất ; phát hành trái phiếu chính phủ kỳ hạn dài với mức lãi suất cao
7- BĐS đóng băng: cá mập thoát được hàng thì yên tâm hưởng lãi còn dân thì ôm nợ.

*** Đầu năm 2022 là giai đoạn bơm tiền giải ngân đầu tư công: nên thời điểm này sẽ là chân sóng : là giai đoạn đầu của chu kỳ BĐS này.

****P/S : (Cập nhật thêm ngày 18/02/2024):
chu kỳ BĐS lần này 2022-2024 (có thể kéo dài đến 2025 hoặc dài hơn cho đến khi nhà nước ngừng bơm tiền) rất giống với chu kỳ 2008-2011 : đều là chu kỳ bds tăng giá do bơm tiền:
vì thời điểm bắt đầu của 2 chu kỳ này là đỉnh của 2 cơn sốt bds của 2 chu kỳ tăng trước đó: (là cơn sốt đất 2020-2022 và cơn sốt đất 2006-2008) : đáng lẽ sau các cơn sốt đất thì thị trường phải tạm lắng xuống để chờ tích luỹ. nhưng không: nhờ có sự can thiệp của nhà nước bằng cách ""bơm tiền"" nên sẽ lại tạo 1 cơn sốt mới với đỉnh giá bds cao hơn cơn sốt liền kề trước đó.
năm 2008 nhà nước bơm tiền cho các ""quả đấm thép- là các tập đoàn kinh tế nhà nước"" , còn năm 2022 thì bơm tiền qua gói "" đầu tư công kích thích kinh tế"": đây chính là sự khởi đầu của giai đoạn 1/7 của chu kỳ mới.
https://www.facebook.com/100041843625742/posts/727941041944010/?d=n",https://m.facebook.com/groups/reviewbatdongsanaz/permalink/6722794124457510/,2022-02-06 00:39:51,380,12,43,2,1,0,0,157
